,comentario,machista,fuenteURL,titulo,tipoFuente,nombreMedio,generoProtagonista,numeroProtagonista,ambito,numeroComentarios,tematica,delete,fuenteID
922,"No puede ser, me han dicho ,  y otros tantos que estas cosas son feudo exclusivo de los hombres.",0,https://twitter.com/search?q=(%23manuelacarmena)%20OR%20(%40ManuelaCarmena)&src=typed_query&f=top,(#manuelacarmena) OR (@ManuelaCarmena),RRSS,twitter,mujer,individual,mixto,4968.0,política,False,T4
923,Juana Rivas abona la indemnización de 12.000 euros a su expareja y recurre su ingreso en prisión #JuanaRivas #ViolenciaDoméstica,0,https://twitter.com/search?q=(%23juanarivas)%20OR%20(%40JuanaRivasLucha)&src=typed_query&f=top,(#juanarivas) OR (@JuanaRivasLucha),RRSS,twitter,mujer,individual,personal,4867.0,política; feminismo,False,T11
924,No quiero empezar el año sin compartiros mi opinión sobre la trascendental polémica surgida en torno al bikini de #Pedrochecampanadas... me importa un bledo lo que esta chica haga o deje de hacer,0,https://twitter.com/search?q=%23pedrochecampanadas&src=typed_query&f=top,(#pedrochecampanadas),RRSS,twitter,mujer,individual,mixto,2821.0,tv; campanadas; vestido,False,T2
925,"La Manuela una de las culpables de perder la izquierda, parece mentira que venga de donde viene, defiende los intereses de Florentino y el gran capital , operación Chamartín etc, así nos va.",0,https://twitter.com/search?q=(%23manuelacarmena)%20OR%20(%40ManuelaCarmena)&src=typed_query&f=top,(#manuelacarmena) OR (@ManuelaCarmena),RRSS,twitter,mujer,individual,mixto,4968.0,política,False,T4
926,"Y a ti que merda te importa , Corredera?Cuando te veas antes el juez , se lo explicas guapa !!",C,https://twitter.com/search?q=(%23carlotacorredera)%20OR%20(%40CarlotaLlauger)&src=typed_query&f=top,(#carlotacorredera) OR (@CarlotaLlauger),RRSS,twitter,mujer,individual,mixto,4928.0,tv; corazón,False,T6
927,Ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja ja  ya se va pareciendo a,D,https://twitter.com/search?q=(%23anapastor)%20OR%20(%40_anapastor_)&src=typed_query&f=top,(#anapastor) OR (@_anapastor_),RRSS,twitter,mujer,mixto,profesional,4924.0,tv; periodismo,False,T5
928,Hasta dónde llegará la mamertada de la ONU? No hay límites . El cambio climático oprime a la mujer,C,https://twitter.com/stopfeminazis00,(#stopfeminazis),RRSS,twitter,mujer,mixto,mixto,4800.0,feminismo,False,T12
929,#rocioyonotecreo #carrascomientes,1,https://twitter.com/search?q=%23rocioyonotecreo&src=typed_query&f=top,(#rocioyonotecreo),RRSS,twitter,mujer,mixto,personal,4979.0,tv; maltrato,False,T9
930,O fila cero!,0,https://twitter.com/search?q=(%23juanarivas)%20OR%20(%40JuanaRivasLucha)&src=typed_query&f=top,(#juanarivas) OR (@JuanaRivasLucha),RRSS,twitter,mujer,individual,personal,4867.0,política; feminismo,False,T11
931,Q no te toque,0,https://twitter.com/search?q=(%23irenemontero)%20OR%20(%40IreneMontero)&src=typed_query&f=top,(#irenemontero) OR (@IreneMontero),RRSS,twitter,mujer,individual,mixto,4863.0,política; feminismo,False,T10
932,"Caloti, ayer nadie 3n tu programa se enteró de la ofensa a los gitanos. Eso dice muy poco de vuestra sensibilidad. Lo de 12 meses 12 causas es puro teatro. Se os ve el plumero siempre.",0,https://twitter.com/search?q=(%23carlotacorredera)%20OR%20(%40CarlotaLlauger)&src=typed_query&f=top,(#carlotacorredera) OR (@CarlotaLlauger),RRSS,twitter,mujer,individual,mixto,4928.0,tv; corazón,False,T6
933,"Lahanona, Lahanona  Indigente mental, el huevo lo tienes en el cerebro. No tienes ni dos neuronasA rabiar, reventad#RocioYoNoTeCreo#RocioMentira12#FabricaDeLaTeleAcosadores#MediasetManipuladores",1,https://twitter.com/search?q=%23rocioyonotecreo&src=typed_query&f=top,(#rocioyonotecreo),RRSS,twitter,mujer,mixto,personal,4979.0,tv; maltrato,False,T9
934,"No hace falta descalificar a nadie, especímenes????  Madrid nunca había estado mejor",0,https://twitter.com/search?q=(%23manuelacarmena)%20OR%20(%40ManuelaCarmena)&src=typed_query&f=top,(#manuelacarmena) OR (@ManuelaCarmena),RRSS,twitter,mujer,individual,mixto,4968.0,política,False,T4
935,Estas estan cada vez peor   ni ellas misma se creen lo ke cuenta a mi jamas me eepresento rocio carras como mujer maltratada sivtanto creis esto os la llevais a vuestra casa y os la comeis con patatas pero dejar de decir tantas estupideces  vuestro circo para vuestro circulo,C,https://twitter.com/search?q=(%23rociocarrasco)%20OR%20(%40RocioCarrascooo)&src=typed_query&f=top,(#rociocarrasco) OR (@RocioCarrascooo),RRSS,twitter,mujer,individual,personal,4987.0,tv; maltrato,False,T7
936,PRIMERO LAVATE LA BOCA PARA HABLAR DE OLGA SINVERGUENZA   Y SEGUNDO   NO LO VAS A GANAR TODO IMPRESENTABLE  HAY QUE SABER PERDER   DAS ASCO Y PENA   LLORON QUE LLORAS POR NO HABER GANADO  #rocioyonotecreo,C,https://twitter.com/search?q=%23rocioyonotecreo&src=typed_query&f=top,(#rocioyonotecreo),RRSS,twitter,mujer,mixto,personal,4979.0,tv; maltrato,False,T9
937,"Anda y besa tú banderita, solo queda Vx te crees que ellos van a compartir contigo, no te van a dejar mi coger las mígas que se le caen, que idiotas que sois los nazis.",0,https://twitter.com/search?q=(%23anapastor)%20OR%20(%40_anapastor_)&src=typed_query&f=top,(#anapastor) OR (@_anapastor_),RRSS,twitter,mujer,mixto,profesional,4924.0,tv; periodismo,False,T5
938,Y tu has sido y sigues siendo una mala madre q no quiere a sus hijos!!  Solo me produces lástima xq no vas a ser feliz nunca mientras alimentes ese odio en ti!! #RocioYoNoTeCreo,1,https://twitter.com/search?q=%23rocioyonotecreo&src=typed_query&f=top,(#rocioyonotecreo),RRSS,twitter,mujer,mixto,personal,4979.0,tv; maltrato,False,T9
939,Señor  usted  ahí  no pega,0,https://twitter.com/search?q=(%23carlotacorredera)%20OR%20(%40CarlotaLlauger)&src=typed_query&f=top,(#carlotacorredera) OR (@CarlotaLlauger),RRSS,twitter,mujer,individual,mixto,4928.0,tv; corazón,False,T6
940,Es un titular trampa... La motivación real de la decisión es otra,0,https://twitter.com/search?q=(%23manuelacarmena)%20OR%20(%40ManuelaCarmena)&src=typed_query&f=top,(#manuelacarmena) OR (@ManuelaCarmena),RRSS,twitter,mujer,individual,mixto,4968.0,política,False,T4
941,Primero hay que parar las cosas que ocurren aquí como por ejemplo tu acoso a esa familia,0,https://twitter.com/search?q=(%23carlotacorredera)%20OR%20(%40CarlotaLlauger)&src=typed_query&f=top,(#carlotacorredera) OR (@CarlotaLlauger),RRSS,twitter,mujer,individual,mixto,4928.0,tv; corazón,False,T6
942,"La de AD ex chorizo y la de un madre acosada en los medios por la manada del talonario ,quieres mas???",0,https://twitter.com/search?q=(%23rociocarrasco)%20OR%20(%40RocioCarrascooo)&src=typed_query&f=top,(#rociocarrasco) OR (@RocioCarrascooo),RRSS,twitter,mujer,individual,personal,4987.0,tv; maltrato,False,T7
943,Irene !? No sabias nada de eso verdad ?!!,0,https://twitter.com/search?q=(%23irenemontero)%20OR%20(%40IreneMontero)&src=typed_query&f=top,(#irenemontero) OR (@IreneMontero),RRSS,twitter,mujer,individual,mixto,4863.0,política; feminismo,False,T10
944,"Empleados públicos en abuso y fraude de ley, con décadas a sus espaldas. Hagan los deberes y déjense de vender la moto. #marketingvacio",0,https://twitter.com/search?q=(%23anapastor)%20OR%20(%40_anapastor_)&src=typed_query&f=top,(#anapastor) OR (@_anapastor_),RRSS,twitter,mujer,mixto,profesional,4924.0,tv; periodismo,False,T5
945,No hace falta ser estilista para darse cuenta de la poca elegancia del look de Pedroche.#PedrocheCampanadas,0,https://twitter.com/search?q=%23pedrochecampanadas&src=typed_query&f=top,(#pedrochecampanadas),RRSS,twitter,mujer,individual,mixto,2821.0,tv; campanadas; vestido,False,T2
946,"No. Cobran 1.124,12 euros.",0,https://twitter.com/search?q=(%23anapastor)%20OR%20(%40_anapastor_)&src=typed_query&f=top,(#anapastor) OR (@_anapastor_),RRSS,twitter,mujer,mixto,profesional,4924.0,tv; periodismo,False,T5
947,Hoy veo Netflix y Amazon. Donde echan la docuserie?  #RocioYoNoTeCreo #APAGONTELECINCO,0,https://twitter.com/search?q=%23rocioyonotecreo&src=typed_query&f=top,(#rocioyonotecreo),RRSS,twitter,mujer,mixto,personal,4979.0,tv; maltrato,False,T9
948,"Sufro muy de cerca la violencia vicaria y que salga hoy RC aprovechándose de la gran tragedia sucedida con el niño de dos años y hablando en primera persona, me ha parecido tan repugnante que aún llevo el estómago revuelto. #LaMareaManda",C,https://twitter.com/search?q=%23rocioyonotecreo&src=typed_query&f=top,(#rocioyonotecreo),RRSS,twitter,mujer,mixto,personal,4979.0,tv; maltrato,False,T9
949,Otro!! El que faltaba pal duro!! Otro parásito más chupando del bote de nuestra #rociocarrasco lo que tiene que aguantar la pobrecita mía con esta pandilla de apamplaos!! Ascazo dan!!  #APOYOROCIO3O #APOYOROCIO4O #ROCIOYOSITECREO #RocioVuelve #trinkerscontranormales,0,https://twitter.com/search?q=(%23rociocarrasco)%20OR%20(%40RocioCarrascooo)&src=typed_query&f=top,(#rociocarrasco) OR (@RocioCarrascooo),RRSS,twitter,mujer,individual,personal,4987.0,tv; maltrato,False,T7
950,Sin público!!!,0,https://twitter.com/search?q=(%23anapastor)%20OR%20(%40_anapastor_)&src=typed_query&f=top,(#anapastor) OR (@_anapastor_),RRSS,twitter,mujer,mixto,profesional,4924.0,tv; periodismo,False,T5
951,"Para qué nos lo tenemos que saber, si como mínimo duran 1 semana y como máximo 4 años?? En fin, con que hagan bien su trabajo ya es bastante, como para aprenderse el nombre de todos... Como son pocos!",0,https://twitter.com/search?q=(%23anapastor)%20OR%20(%40_anapastor_)&src=typed_query&f=top,(#anapastor) OR (@_anapastor_),RRSS,twitter,mujer,mixto,profesional,4924.0,tv; periodismo,False,T5
952,Lo de #PedrocheCampanadas es todo menos un vestido,0,https://twitter.com/search?q=%23pedrochecampanadas&src=typed_query&f=top,(#pedrochecampanadas),RRSS,twitter,mujer,individual,mixto,2821.0,tv; campanadas; vestido,False,T2
953,Quien va aguantar  a esta hiena,C,https://twitter.com/search?q=(%23carlotacorredera)%20OR%20(%40CarlotaLlauger)&src=typed_query&f=top,(#carlotacorredera) OR (@CarlotaLlauger),RRSS,twitter,mujer,individual,mixto,4928.0,tv; corazón,False,T6
954,"La transcripción de “ella” que hace  de Rodríguez Ibarra sobre Yolanda Díaz es incorrecta, no dice “ella”, dice en tono despectivo “esta”. Ana Pastor  podría corregirlo en Maldita  #objetivoYolandaDiaz",C,https://twitter.com/search?q=(%23anapastor)%20OR%20(%40_anapastor_)&src=typed_query&f=top,(#anapastor) OR (@_anapastor_),RRSS,twitter,mujer,mixto,profesional,4924.0,tv; periodismo,False,T5
955,"No se te cae la cara de vergüenza,  ? #dimisionirenemontero",0,https://twitter.com/search?q=(%23irenemontero)%20OR%20(%40IreneMontero)&src=typed_query&f=top,(#irenemontero) OR (@IreneMontero),RRSS,twitter,mujer,individual,mixto,4863.0,política; feminismo,False,T10
956,Deberías saber escuchar...en vez de interrupir tanto...espero que hoy hayas aprendido un poco de Yolanda Díaz..,0,https://twitter.com/search?q=(%23anapastor)%20OR%20(%40_anapastor_)&src=typed_query&f=top,(#anapastor) OR (@_anapastor_),RRSS,twitter,mujer,mixto,profesional,4924.0,tv; periodismo,False,T5
957,Madrid (España).Fotos,D,https://twitter.com/stopfeminazis00,(#stopfeminazis),RRSS,twitter,mujer,mixto,mixto,4800.0,feminismo,False,T12
958,"Se ha vuelto no, eso lleva así mucho tiempo. Hay un grupo enorme de mendigos alcohólicos que viven en la plaza y beben habitualmente en esa zona que son los q tiran basura. Por no hablar de que también mean y cagan ahí. Su vida está el comedero social del cine y dicha plaza.",0,https://twitter.com/search?q=(%23manuelacarmena)%20OR%20(%40ManuelaCarmena)&src=typed_query&f=top,(#manuelacarmena) OR (@ManuelaCarmena),RRSS,twitter,mujer,individual,mixto,4968.0,política,False,T4
959,Por favor... Como permiten ésto...,0,https://twitter.com/search?q=(%23carlotacorredera)%20OR%20(%40CarlotaLlauger)&src=typed_query&f=top,(#carlotacorredera) OR (@CarlotaLlauger),RRSS,twitter,mujer,individual,mixto,4928.0,tv; corazón,False,T6
960,Sonriente te Queremos!  #EstamosContigoCarlota #APOYOROCIO4A,0,https://twitter.com/search?q=(%23rociocarrasco)%20OR%20(%40RocioCarrascooo)&src=typed_query&f=top,(#rociocarrasco) OR (@RocioCarrascooo),RRSS,twitter,mujer,individual,personal,4987.0,tv; maltrato,False,T7
961,"...ESTO ES MACHISMO!! Y con ellos es con los que debéis trabajar, no con los nuestros!!!...quizá con una foto termines de entenderlo!!!",0,https://twitter.com/search?q=(%23irenemontero)%20OR%20(%40IreneMontero)&src=typed_query&f=top,(#irenemontero) OR (@IreneMontero),RRSS,twitter,mujer,individual,mixto,4863.0,política; feminismo,False,T10
962,"Se la ve sincera, compungida... El domingo se va a confesar y comulgar... El lunes a seguir jodiendo a quien no piensa y actúa como dicta la Fábrica de Mentiras.Espero que los anunciantes no sean rastreros y abandonen estos programas basura.",0,https://twitter.com/search?q=(%23carlotacorredera)%20OR%20(%40CarlotaLlauger)&src=typed_query&f=top,(#carlotacorredera) OR (@CarlotaLlauger),RRSS,twitter,mujer,individual,mixto,4928.0,tv; corazón,False,T6
963,TutanPedroche la momia de A3  feliz año!!!!! Si que es la cadena triste!!!! #PedrocheCampanadas  #antena3  #CadenaTriste #Campanadas,C,https://twitter.com/search?q=%23pedrochecampanadas&src=typed_query&f=top,(#pedrochecampanadas),RRSS,twitter,mujer,individual,mixto,2821.0,tv; campanadas; vestido,False,T2
964,Y ahora como me la han colado procedo a retuitear la aclaración de. Maldito bulo.,0,https://twitter.com/search?q=(%23manuelacarmena)%20OR%20(%40ManuelaCarmena)&src=typed_query&f=top,(#manuelacarmena) OR (@ManuelaCarmena),RRSS,twitter,mujer,individual,mixto,4968.0,política,False,T4
965,Me parece muy bien que una mujer use su libertad para aparecer en bikini el 31 de diciembre por tv. Pero el detalle fundamental es que ningún hombre ha tenido nunca que usar la suya para hacer lo mismo porque esa libertad siempre se le ha supuesto.#Pedrochecampanadas,0,https://twitter.com/search?q=%23pedrochecampanadas&src=typed_query&f=top,(#pedrochecampanadas),RRSS,twitter,mujer,individual,mixto,2821.0,tv; campanadas; vestido,False,T2
966,Verdugos: las eléctricas. Víctimas: los consumidores. #NosAhogan#PobrezaEnergetica#TarifazoElectrico,0,https://twitter.com/search?q=(%23manuelacarmena)%20OR%20(%40ManuelaCarmena)&src=typed_query&f=top,(#manuelacarmena) OR (@ManuelaCarmena),RRSS,twitter,mujer,individual,mixto,4968.0,política,False,T4
967,"Los que exigían dimisiones antes de llegar al Congreso, en la vida van a dimitir...",0,https://twitter.com/search?q=(%23irenemontero)%20OR%20(%40IreneMontero)&src=typed_query&f=top,(#irenemontero) OR (@IreneMontero),RRSS,twitter,mujer,individual,mixto,4863.0,política; feminismo,False,T10
968,Creo que a clase de compresión lectora no fuistes,C,https://twitter.com/search?q=(%23irenemontero)%20OR%20(%40IreneMontero)&src=typed_query&f=top,(#irenemontero) OR (@IreneMontero),RRSS,twitter,mujer,individual,mixto,4863.0,política; feminismo,False,T10
969,"esta vieja comunistoide, que dice, que lo hizo bien de alcaldesa, jajajaja, si chocheaba cuando lo era, no me imagino cuanto ahora, eso si llenó madrid de manteros, menas, moritos, delincuencia a mas no poder, paro, etc.",0,https://twitter.com/search?q=(%23manuelacarmena)%20OR%20(%40ManuelaCarmena)&src=typed_query&f=top,(#manuelacarmena) OR (@ManuelaCarmena),RRSS,twitter,mujer,individual,mixto,4968.0,política,False,T4
970,Pasarán a la historia general de la infamia como misóginas y castradoras de menores,1,https://twitter.com/search?q=(%23irenemontero)%20OR%20(%40IreneMontero)&src=typed_query&f=top,(#irenemontero) OR (@IreneMontero),RRSS,twitter,mujer,individual,mixto,4863.0,política; feminismo,False,T10
971,"Mira  a otra a la que puedes poner pulserita y mandarla a casa como a tu amiga la delincuente  por incendiar un piso con su pareja dentro en ReusLa sentencia dice que intentó matar a la víctima, su expareja",0,https://twitter.com/search?q=(%23juanarivas)%20OR%20(%40JuanaRivasLucha)&src=typed_query&f=top,(#juanarivas) OR (@JuanaRivasLucha),RRSS,twitter,mujer,individual,personal,4867.0,política; feminismo,False,T11
972,"No te olvides de los votantes de izquierdas que somos unos vagos y mantenidos.A pesar de llevar montón de años trabajando, cumpliendo mis obligaciones laborales y tributarias (y ninguna de las dos son pequeñas)",0,https://twitter.com/search?q=(%23irenemontero)%20OR%20(%40IreneMontero)&src=typed_query&f=top,(#irenemontero) OR (@IreneMontero),RRSS,twitter,mujer,individual,mixto,4863.0,política; feminismo,False,T10
973,"Lo único que hemos aprendido gracias a ,  y a  es la existencia del concepto FEMINISMO SELECTIVO, que consiste en tener empatía, sororidad, con las mujeres que les salga a ellas del papo, y a la cúpula. #YoSíTeCreoSegún #YoMeRebelo5N",0,https://twitter.com/search?q=(%23carlotacorredera)%20OR%20(%40CarlotaLlauger)&src=typed_query&f=top,(#carlotacorredera) OR (@CarlotaLlauger),RRSS,twitter,mujer,individual,mixto,4928.0,tv; corazón,False,T6
974,#IndultoParaJuana #JuanaRivas,0,https://twitter.com/search?q=(%23juanarivas)%20OR%20(%40JuanaRivasLucha)&src=typed_query&f=top,(#juanarivas) OR (@JuanaRivasLucha),RRSS,twitter,mujer,individual,personal,4867.0,política; feminismo,False,T11
975,#RocioYoNoTeCreoLa mentira te va a devorar...,1,https://twitter.com/search?q=%23rocioyonotecreo&src=typed_query&f=top,(#rocioyonotecreo),RRSS,twitter,mujer,mixto,personal,4979.0,tv; maltrato,False,T9
976,11:10 queda menos para #PedrocheCampanadas  que ganas,0,https://twitter.com/search?q=%23pedrochecampanadas&src=typed_query&f=top,(#pedrochecampanadas),RRSS,twitter,mujer,individual,mixto,2821.0,tv; campanadas; vestido,False,T2
977,#floresmorenosunidos #RocioFloresEstamosContigo #olgainvencible #rocioyonotecreo,C,https://twitter.com/search?q=%23rocioyonotecreo&src=typed_query&f=top,(#rocioyonotecreo),RRSS,twitter,mujer,mixto,personal,4979.0,tv; maltrato,False,T9
